StationNumber,Station,Latitude,Longitude,TotalMeasurements,UniqueVariables,UniqueSamples,UniqueProjects,DateRangeStart,DateRangeEnd,YearsOfData,VariableList,CoverageLevel,VariableDiversityPct
AB07BD0010,"ATHABASCA RIVER, AT VEGA FERRY (KLONDYKE) CENTRE OF RIVER ARC KM. 893.4",54.43222,-114.48333,2583,60,46,1,1/10/2023 14:45,9/20/2023 13:50,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB07AD0100,"ATHABASCA RIVER, AT OLD ENTRANCE TOWN SITE - TRANSECT",53.36883,-117.72562,2578,62,46,1,1/12/2023 14:35,9/21/2021 8:00,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED INORGANIC (DIC), CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SILICA REACTIVE, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB07HF0010,"PEACE RIVER, AT FORT VERMILION - CENTRE",58.40444,-116.12806,2565,60,46,1,1/10/2023 12:45,9/20/2023 10:15,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB05DF0010,"NORTH SASKATCHEWAN RIVER, AT DEVON",53.36889,-113.75139,2564,62,48,2,1/10/2022 13:15,9/7/2021 10:00,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FLUORIDE DISSOLVED, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, RIVER WIDTH, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB07BE0010,"ATHABASCA RIVER, AT TOWN OF ATHABASCA",54.72222,-113.28611,2544,64,45,1,1/14/2021 12:30,9/9/2020 9:16,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN SULPHIDE H2S, HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN TOTAL COD, OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SULPHIDE, SUM OF ANIONS, SUM OF CATIONS, TANNIN AND LIGNIN LIG. SULPH., TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),78.04878048780488
AB06AD0130,"BEAVER RIVER, AT GRAVEL PIT, 6 KM U/S OF AB-SK BORDER",54.25139,-110.02972,2534,60,45,1,1/18/2023 12:15,9/24/2020 11:30,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB06AD0060,"BEAVER RIVER, AT HWY 28 BRIDGE NEAR BEAVER CROSSING - TRANSECT",54.355,-110.21444,2529,60,45,1,1/18/2023 13:30,9/24/2020 12:13,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),73.17073170731707
AB06AC0100,"BEAVER RIVER, AT HIGHWAY 892 BRIDGE NORTH OF ARDMORE - TRANSECT",54.43044,-110.48254,2524,61,45,1,1/18/2023 15:00,9/24/2020 13:00,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),74.39024390243902
AB05CC0010,"RED DEER RIVER, 1 KM U/S HWY 2 BRIDGE",52.26722,-113.86361,2521,63,46,1,1/11/2022 13:00,9/9/2020 12:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),76.82926829268293
AB05CD0250,"RED DEER RIVER, AT NEVIS BRIDGE - TRANSECT",52.30548,-113.07658,2520,63,46,1,1/12/2022 10:00,9/8/2022 10:10,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),76.82926829268293
AB05BM0590,"BOW RIVER, AT CLUNY",50.77313,-112.84547,2519,63,46,1,1/12/2023 11:00,9/8/2021 10:40,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),76.82926829268293
AB05BN0010,"BOW RIVER, NEAR RONALANE BRIDGE",50.04786,-111.59199,2519,63,46,1,1/17/2022 12:15,9/9/2020 11:25,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),76.82926829268293
